Year,NLF_COUNTY_CD,CRASH_TYPE_CD,Incident_Type,Incident_Count
2019,Marion,Pedalcycles,INCAPAC_INJURIES_NBR,0
2019,Marion,Pedestrian,INCAPAC_INJURIES_NBR,0
2019,Marion,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Marion,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Marion,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2019,Marion,Train,INCAPAC_INJURIES_NBR,0
2019,Marion,Unknown,INCAPAC_INJURIES_NBR,0
2019,Marion,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Marion,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Marion,Motorized,INCAPAC_INJURIES_NBR,40
2019,Marion,Non-motorized,INCAPAC_INJURIES_NBR,0
2019,Morrow,Rear End,INCAPAC_INJURIES_NBR,7
2019,Morrow,Angle,INCAPAC_INJURIES_NBR,6
2019,Morrow,Animal,INCAPAC_INJURIES_NBR,0
2019,Morrow,Backing,INCAPAC_INJURIES_NBR,0
2019,Morrow,Fixed Object,INCAPAC_INJURIES_NBR,8
2019,Morrow,Head On,INCAPAC_INJURIES_NBR,4
2019,Morrow,Left Turn,INCAPAC_INJURIES_NBR,4
2019,Morrow,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Morrow,Other Object,INCAPAC_INJURIES_NBR,0
2019,Morrow,Overturning,INCAPAC_INJURIES_NBR,3
2019,Morrow,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Morrow,Pedalcycles,INCAPAC_INJURIES_NBR,1
2019,Morrow,Pedestrian,INCAPAC_INJURIES_NBR,1
2019,Morrow,Right Turn,INCAPAC_INJURIES_NBR,2
2019,Morrow,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Morrow,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2019,Morrow,Train,INCAPAC_INJURIES_NBR,0
2019,Morrow,Unknown,INCAPAC_INJURIES_NBR,0
2019,Morrow,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Morrow,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Morrow,Motorized,INCAPAC_INJURIES_NBR,35
2019,Morrow,Non-motorized,INCAPAC_INJURIES_NBR,2
2019,Pickaway,Rear End,INCAPAC_INJURIES_NBR,7
2019,Pickaway,Angle,INCAPAC_INJURIES_NBR,15
2019,Pickaway,Animal,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Backing,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Fixed Object,INCAPAC_INJURIES_NBR,21
2019,Pickaway,Head On,INCAPAC_INJURIES_NBR,6
2019,Pickaway,Left Turn,INCAPAC_INJURIES_NBR,4
2019,Pickaway,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2019,Pickaway,Other Object,INCAPAC_INJURIES_NBR,1
2019,Pickaway,Overturning,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Parked Vehicle,INCAPAC_INJURIES_NBR,1
2019,Pickaway,Pedalcycles,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Pedestrian,INCAPAC_INJURIES_NBR,1
2019,Pickaway,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Sideswipe - Passing,INCAPAC_INJURIES_NBR,2
2019,Pickaway,Train,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Unknown,INCAPAC_INJURIES_NBR,1
2019,Pickaway,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Pickaway,Motorized,INCAPAC_INJURIES_NBR,59
2019,Pickaway,Non-motorized,INCAPAC_INJURIES_NBR,1
2019,Union,Rear End,INCAPAC_INJURIES_NBR,2
2019,Union,Angle,INCAPAC_INJURIES_NBR,12
2019,Union,Animal,INCAPAC_INJURIES_NBR,1
2019,Union,Backing,INCAPAC_INJURIES_NBR,0
2019,Union,Fixed Object,INCAPAC_INJURIES_NBR,9
2019,Union,Head On,INCAPAC_INJURIES_NBR,2
2019,Union,Left Turn,INCAPAC_INJURIES_NBR,1
2019,Union,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2019,Union,Other Object,INCAPAC_INJURIES_NBR,0
2019,Union,Overturning,INCAPAC_INJURIES_NBR,3
2019,Union,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2019,Union,Pedalcycles,INCAPAC_INJURIES_NBR,0
2019,Union,Pedestrian,INCAPAC_INJURIES_NBR,0
2019,Union,Right Turn,INCAPAC_INJURIES_NBR,0
2019,Union,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2019,Union,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2019,Union,Train,INCAPAC_INJURIES_NBR,0
2019,Union,Unknown,INCAPAC_INJURIES_NBR,0
2019,Union,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2019,Union,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2019,Union,Motorized,INCAPAC_INJURIES_NBR,31
2019,Union,Non-motorized,INCAPAC_INJURIES_NBR,0
2020,Delaware,Rear End,INCAPAC_INJURIES_NBR,13
2020,Delaware,Angle,INCAPAC_INJURIES_NBR,20
2020,Delaware,Animal,INCAPAC_INJURIES_NBR,1
2020,Delaware,Backing,INCAPAC_INJURIES_NBR,0
2020,Delaware,Fixed Object,INCAPAC_INJURIES_NBR,20
2020,Delaware,Head On,INCAPAC_INJURIES_NBR,9
2020,Delaware,Left Turn,INCAPAC_INJURIES_NBR,15
2020,Delaware,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2020,Delaware,Other Object,INCAPAC_INJURIES_NBR,0
2020,Delaware,Overturning,INCAPAC_INJURIES_NBR,8
2020,Delaware,Parked Vehicle,INCAPAC_INJURIES_NBR,3
2020,Delaware,Pedalcycles,INCAPAC_INJURIES_NBR,4
2020,Delaware,Pedestrian,INCAPAC_INJURIES_NBR,5
2020,Delaware,Right Turn,INCAPAC_INJURIES_NBR,0
2020,Delaware,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Delaware,Sideswipe - Passing,INCAPAC_INJURIES_NBR,11
2020,Delaware,Train,INCAPAC_INJURIES_NBR,0
2020,Delaware,Unknown,INCAPAC_INJURIES_NBR,0
2020,Delaware,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Delaware,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Delaware,Motorized,INCAPAC_INJURIES_NBR,100
2020,Delaware,Non-motorized,INCAPAC_INJURIES_NBR,9
2020,Fairfield,Rear End,INCAPAC_INJURIES_NBR,13
2020,Fairfield,Angle,INCAPAC_INJURIES_NBR,23
2020,Fairfield,Animal,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Backing,INCAPAC_INJURIES_NBR,1
2020,Fairfield,Fixed Object,INCAPAC_INJURIES_NBR,34
2020,Fairfield,Head On,INCAPAC_INJURIES_NBR,6
2020,Fairfield,Left Turn,INCAPAC_INJURIES_NBR,9
2020,Fairfield,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2020,Fairfield,Other Object,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Overturning,INCAPAC_INJURIES_NBR,5
2020,Fairfield,Parked Vehicle,INCAPAC_INJURIES_NBR,2
2020,Fairfield,Pedalcycles,INCAPAC_INJURIES_NBR,5
2020,Fairfield,Pedestrian,INCAPAC_INJURIES_NBR,6
2020,Fairfield,Right Turn,INCAPAC_INJURIES_NBR,1
2020,Fairfield,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Sideswipe - Passing,INCAPAC_INJURIES_NBR,9
2020,Fairfield,Train,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Unknown,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Fairfield,Motorized,INCAPAC_INJURIES_NBR,104
2020,Fairfield,Non-motorized,INCAPAC_INJURIES_NBR,11
2020,Franklin,Rear End,INCAPAC_INJURIES_NBR,73
2020,Franklin,Angle,INCAPAC_INJURIES_NBR,97
2020,Franklin,Animal,INCAPAC_INJURIES_NBR,2
2020,Franklin,Backing,INCAPAC_INJURIES_NBR,4
2020,Franklin,Fixed Object,INCAPAC_INJURIES_NBR,130
2020,Franklin,Head On,INCAPAC_INJURIES_NBR,82
2020,Franklin,Left Turn,INCAPAC_INJURIES_NBR,69
2020,Franklin,Other Non-Collision,INCAPAC_INJURIES_NBR,14
2020,Franklin,Other Object,INCAPAC_INJURIES_NBR,1
2020,Franklin,Overturning,INCAPAC_INJURIES_NBR,11
2020,Franklin,Parked Vehicle,INCAPAC_INJURIES_NBR,19
2020,Franklin,Pedalcycles,INCAPAC_INJURIES_NBR,23
2020,Franklin,Pedestrian,INCAPAC_INJURIES_NBR,79
2020,Franklin,Right Turn,INCAPAC_INJURIES_NBR,11
2020,Franklin,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Franklin,Sideswipe - Passing,INCAPAC_INJURIES_NBR,50
2020,Franklin,Train,INCAPAC_INJURIES_NBR,0
2020,Franklin,Unknown,INCAPAC_INJURIES_NBR,2
2020,Franklin,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Franklin,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Franklin,Motorized,INCAPAC_INJURIES_NBR,565
2020,Franklin,Non-motorized,INCAPAC_INJURIES_NBR,102
2020,Knox,Rear End,INCAPAC_INJURIES_NBR,1
2020,Knox,Angle,INCAPAC_INJURIES_NBR,13
2020,Knox,Animal,INCAPAC_INJURIES_NBR,2
2020,Knox,Backing,INCAPAC_INJURIES_NBR,0
2020,Knox,Fixed Object,INCAPAC_INJURIES_NBR,10
2020,Knox,Head On,INCAPAC_INJURIES_NBR,2
2020,Knox,Left Turn,INCAPAC_INJURIES_NBR,0
2020,Knox,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2020,Knox,Other Object,INCAPAC_INJURIES_NBR,0
2020,Knox,Overturning,INCAPAC_INJURIES_NBR,2
2020,Knox,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2020,Knox,Pedalcycles,INCAPAC_INJURIES_NBR,0
2020,Knox,Pedestrian,INCAPAC_INJURIES_NBR,1
2020,Knox,Right Turn,INCAPAC_INJURIES_NBR,1
2020,Knox,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Knox,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2020,Knox,Train,INCAPAC_INJURIES_NBR,0
2020,Knox,Unknown,INCAPAC_INJURIES_NBR,0
2020,Knox,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Knox,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Knox,Motorized,INCAPAC_INJURIES_NBR,32
2020,Knox,Non-motorized,INCAPAC_INJURIES_NBR,1
2020,Licking,Rear End,INCAPAC_INJURIES_NBR,12
2020,Licking,Angle,INCAPAC_INJURIES_NBR,22
2020,Licking,Animal,INCAPAC_INJURIES_NBR,1
2020,Licking,Backing,INCAPAC_INJURIES_NBR,0
2020,Licking,Fixed Object,INCAPAC_INJURIES_NBR,44
2020,Licking,Head On,INCAPAC_INJURIES_NBR,18
2020,Licking,Left Turn,INCAPAC_INJURIES_NBR,6
2020,Licking,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2020,Licking,Other Object,INCAPAC_INJURIES_NBR,0
2020,Licking,Overturning,INCAPAC_INJURIES_NBR,7
2020,Licking,Parked Vehicle,INCAPAC_INJURIES_NBR,4
2020,Licking,Pedalcycles,INCAPAC_INJURIES_NBR,3
2020,Licking,Pedestrian,INCAPAC_INJURIES_NBR,5
2020,Licking,Right Turn,INCAPAC_INJURIES_NBR,4
2020,Licking,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Licking,Sideswipe - Passing,INCAPAC_INJURIES_NBR,6
2020,Licking,Train,INCAPAC_INJURIES_NBR,0
2020,Licking,Unknown,INCAPAC_INJURIES_NBR,0
2020,Licking,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Licking,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Licking,Motorized,INCAPAC_INJURIES_NBR,124
2020,Licking,Non-motorized,INCAPAC_INJURIES_NBR,8
2020,Madison,Rear End,INCAPAC_INJURIES_NBR,10
2020,Madison,Angle,INCAPAC_INJURIES_NBR,3
2020,Madison,Animal,INCAPAC_INJURIES_NBR,2
2020,Madison,Backing,INCAPAC_INJURIES_NBR,0
2020,Madison,Fixed Object,INCAPAC_INJURIES_NBR,13
2020,Madison,Head On,INCAPAC_INJURIES_NBR,1
2020,Madison,Left Turn,INCAPAC_INJURIES_NBR,0
2020,Madison,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2020,Madison,Other Object,INCAPAC_INJURIES_NBR,0
2020,Madison,Overturning,INCAPAC_INJURIES_NBR,1
2020,Madison,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2020,Madison,Pedalcycles,INCAPAC_INJURIES_NBR,1
2020,Madison,Pedestrian,INCAPAC_INJURIES_NBR,4
2020,Madison,Right Turn,INCAPAC_INJURIES_NBR,0
2020,Madison,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Madison,Sideswipe - Passing,INCAPAC_INJURIES_NBR,2
2020,Madison,Train,INCAPAC_INJURIES_NBR,0
2020,Madison,Unknown,INCAPAC_INJURIES_NBR,0
2020,Madison,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Madison,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Madison,Motorized,INCAPAC_INJURIES_NBR,33
2020,Madison,Non-motorized,INCAPAC_INJURIES_NBR,5
2020,Marion,Rear End,INCAPAC_INJURIES_NBR,1
2020,Marion,Angle,INCAPAC_INJURIES_NBR,8
2020,Marion,Animal,INCAPAC_INJURIES_NBR,0
2020,Marion,Backing,INCAPAC_INJURIES_NBR,0
2020,Marion,Fixed Object,INCAPAC_INJURIES_NBR,6
2020,Marion,Head On,INCAPAC_INJURIES_NBR,9
2020,Marion,Left Turn,INCAPAC_INJURIES_NBR,7
2020,Marion,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2020,Marion,Other Object,INCAPAC_INJURIES_NBR,0
2020,Marion,Overturning,INCAPAC_INJURIES_NBR,1
2020,Marion,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2020,Marion,Pedalcycles,INCAPAC_INJURIES_NBR,0
2020,Marion,Pedestrian,INCAPAC_INJURIES_NBR,2
2020,Marion,Right Turn,INCAPAC_INJURIES_NBR,0
2020,Marion,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Marion,Sideswipe - Passing,INCAPAC_INJURIES_NBR,2
2020,Marion,Train,INCAPAC_INJURIES_NBR,0
2020,Marion,Unknown,INCAPAC_INJURIES_NBR,0
2020,Marion,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Marion,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Marion,Motorized,INCAPAC_INJURIES_NBR,35
2020,Marion,Non-motorized,INCAPAC_INJURIES_NBR,2
2020,Morrow,Rear End,INCAPAC_INJURIES_NBR,2
2020,Morrow,Angle,INCAPAC_INJURIES_NBR,2
2020,Morrow,Animal,INCAPAC_INJURIES_NBR,0
2020,Morrow,Backing,INCAPAC_INJURIES_NBR,0
2020,Morrow,Fixed Object,INCAPAC_INJURIES_NBR,5
2020,Morrow,Head On,INCAPAC_INJURIES_NBR,3
2020,Morrow,Left Turn,INCAPAC_INJURIES_NBR,0
2020,Morrow,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2020,Morrow,Other Object,INCAPAC_INJURIES_NBR,0
2020,Morrow,Overturning,INCAPAC_INJURIES_NBR,5
2020,Morrow,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2020,Morrow,Pedalcycles,INCAPAC_INJURIES_NBR,0
2020,Morrow,Pedestrian,INCAPAC_INJURIES_NBR,2
2020,Morrow,Right Turn,INCAPAC_INJURIES_NBR,0
2020,Morrow,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Morrow,Sideswipe - Passing,INCAPAC_INJURIES_NBR,3
2020,Morrow,Train,INCAPAC_INJURIES_NBR,0
2020,Morrow,Unknown,INCAPAC_INJURIES_NBR,0
2020,Morrow,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Morrow,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Morrow,Motorized,INCAPAC_INJURIES_NBR,20
2020,Morrow,Non-motorized,INCAPAC_INJURIES_NBR,2
2020,Pickaway,Rear End,INCAPAC_INJURIES_NBR,4
2020,Pickaway,Angle,INCAPAC_INJURIES_NBR,15
2020,Pickaway,Animal,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Backing,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Fixed Object,INCAPAC_INJURIES_NBR,16
2020,Pickaway,Head On,INCAPAC_INJURIES_NBR,8
2020,Pickaway,Left Turn,INCAPAC_INJURIES_NBR,10
2020,Pickaway,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2020,Pickaway,Other Object,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Overturning,INCAPAC_INJURIES_NBR,2
2020,Pickaway,Parked Vehicle,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Pedalcycles,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Pedestrian,INCAPAC_INJURIES_NBR,4
2020,Pickaway,Right Turn,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Sideswipe - Passing,INCAPAC_INJURIES_NBR,3
2020,Pickaway,Train,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Unknown,INCAPAC_INJURIES_NBR,1
2020,Pickaway,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Pickaway,Motorized,INCAPAC_INJURIES_NBR,60
2020,Pickaway,Non-motorized,INCAPAC_INJURIES_NBR,4
2020,Union,Rear End,INCAPAC_INJURIES_NBR,5
2020,Union,Angle,INCAPAC_INJURIES_NBR,5
2020,Union,Animal,INCAPAC_INJURIES_NBR,2
2020,Union,Backing,INCAPAC_INJURIES_NBR,0
2020,Union,Fixed Object,INCAPAC_INJURIES_NBR,5
2020,Union,Head On,INCAPAC_INJURIES_NBR,7
2020,Union,Left Turn,INCAPAC_INJURIES_NBR,5
2020,Union,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2020,Union,Other Object,INCAPAC_INJURIES_NBR,0
2020,Union,Overturning,INCAPAC_INJURIES_NBR,1
2020,Union,Parked Vehicle,INCAPAC_INJURIES_NBR,1
2020,Union,Pedalcycles,INCAPAC_INJURIES_NBR,1
2020,Union,Pedestrian,INCAPAC_INJURIES_NBR,1
2020,Union,Right Turn,INCAPAC_INJURIES_NBR,0
2020,Union,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2020,Union,Sideswipe - Passing,INCAPAC_INJURIES_NBR,3
2020,Union,Train,INCAPAC_INJURIES_NBR,0
2020,Union,Unknown,INCAPAC_INJURIES_NBR,0
2020,Union,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2020,Union,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2020,Union,Motorized,INCAPAC_INJURIES_NBR,35
2020,Union,Non-motorized,INCAPAC_INJURIES_NBR,2
2021,Delaware,Rear End,INCAPAC_INJURIES_NBR,13
2021,Delaware,Angle,INCAPAC_INJURIES_NBR,41
2021,Delaware,Animal,INCAPAC_INJURIES_NBR,2
2021,Delaware,Backing,INCAPAC_INJURIES_NBR,0
2021,Delaware,Fixed Object,INCAPAC_INJURIES_NBR,20
2021,Delaware,Head On,INCAPAC_INJURIES_NBR,12
2021,Delaware,Left Turn,INCAPAC_INJURIES_NBR,9
2021,Delaware,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2021,Delaware,Other Object,INCAPAC_INJURIES_NBR,0
2021,Delaware,Overturning,INCAPAC_INJURIES_NBR,3
2021,Delaware,Parked Vehicle,INCAPAC_INJURIES_NBR,1
2021,Delaware,Pedalcycles,INCAPAC_INJURIES_NBR,2
2021,Delaware,Pedestrian,INCAPAC_INJURIES_NBR,4
2021,Delaware,Right Turn,INCAPAC_INJURIES_NBR,0
2021,Delaware,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2021,Delaware,Sideswipe - Passing,INCAPAC_INJURIES_NBR,1
2021,Delaware,Train,INCAPAC_INJURIES_NBR,0
2021,Delaware,Unknown,INCAPAC_INJURIES_NBR,0
2021,Delaware,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2021,Delaware,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2021,Delaware,Motorized,INCAPAC_INJURIES_NBR,102
2021,Delaware,Non-motorized,INCAPAC_INJURIES_NBR,6
2021,Fairfield,Rear End,INCAPAC_INJURIES_NBR,13
2021,Fairfield,Angle,INCAPAC_INJURIES_NBR,25
2021,Fairfield,Animal,INCAPAC_INJURIES_NBR,2
2021,Fairfield,Backing,INCAPAC_INJURIES_NBR,1
2021,Fairfield,Fixed Object,INCAPAC_INJURIES_NBR,31
2021,Fairfield,Head On,INCAPAC_INJURIES_NBR,13
2021,Fairfield,Left Turn,INCAPAC_INJURIES_NBR,18
2021,Fairfield,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Other Object,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Overturning,INCAPAC_INJURIES_NBR,4
2021,Fairfield,Parked Vehicle,INCAPAC_INJURIES_NBR,4
2021,Fairfield,Pedalcycles,INCAPAC_INJURIES_NBR,2
2021,Fairfield,Pedestrian,INCAPAC_INJURIES_NBR,7
2021,Fairfield,Right Turn,INCAPAC_INJURIES_NBR,3
2021,Fairfield,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Sideswipe - Passing,INCAPAC_INJURIES_NBR,2
2021,Fairfield,Train,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Unknown,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2021,Fairfield,Motorized,INCAPAC_INJURIES_NBR,116
2021,Fairfield,Non-motorized,INCAPAC_INJURIES_NBR,9
2021,Franklin,Rear End,INCAPAC_INJURIES_NBR,96
2021,Franklin,Angle,INCAPAC_INJURIES_NBR,152
2021,Franklin,Animal,INCAPAC_INJURIES_NBR,0
2021,Franklin,Backing,INCAPAC_INJURIES_NBR,2
2021,Franklin,Fixed Object,INCAPAC_INJURIES_NBR,143
2021,Franklin,Head On,INCAPAC_INJURIES_NBR,95
2021,Franklin,Left Turn,INCAPAC_INJURIES_NBR,44
2021,Franklin,Other Non-Collision,INCAPAC_INJURIES_NBR,10
2021,Franklin,Other Object,INCAPAC_INJURIES_NBR,2
2021,Franklin,Overturning,INCAPAC_INJURIES_NBR,16
2021,Franklin,Parked Vehicle,INCAPAC_INJURIES_NBR,22
2021,Franklin,Pedalcycles,INCAPAC_INJURIES_NBR,22
2021,Franklin,Pedestrian,INCAPAC_INJURIES_NBR,98
2021,Franklin,Right Turn,INCAPAC_INJURIES_NBR,7
2021,Franklin,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2021,Franklin,Sideswipe - Passing,INCAPAC_INJURIES_NBR,67
2021,Franklin,Train,INCAPAC_INJURIES_NBR,1
2021,Franklin,Unknown,INCAPAC_INJURIES_NBR,4
2021,Franklin,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2021,Franklin,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2021,Franklin,Motorized,INCAPAC_INJURIES_NBR,661
2021,Franklin,Non-motorized,INCAPAC_INJURIES_NBR,120
2021,Knox,Rear End,INCAPAC_INJURIES_NBR,1
2021,Knox,Angle,INCAPAC_INJURIES_NBR,7
2021,Knox,Animal,INCAPAC_INJURIES_NBR,0
2021,Knox,Backing,INCAPAC_INJURIES_NBR,0
2021,Knox,Fixed Object,INCAPAC_INJURIES_NBR,19
2021,Knox,Head On,INCAPAC_INJURIES_NBR,0
2021,Knox,Left Turn,INCAPAC_INJURIES_NBR,2
2021,Knox,Other Non-Collision,INCAPAC_INJURIES_NBR,0
2021,Knox,Other Object,INCAPAC_INJURIES_NBR,0
2021,Knox,Overturning,INCAPAC_INJURIES_NBR,4
2021,Knox,Parked Vehicle,INCAPAC_INJURIES_NBR,1
2021,Knox,Pedalcycles,INCAPAC_INJURIES_NBR,0
2021,Knox,Pedestrian,INCAPAC_INJURIES_NBR,0
2021,Knox,Right Turn,INCAPAC_INJURIES_NBR,1
2021,Knox,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,0
2021,Knox,Sideswipe - Passing,INCAPAC_INJURIES_NBR,0
2021,Knox,Train,INCAPAC_INJURIES_NBR,0
2021,Knox,Unknown,INCAPAC_INJURIES_NBR,0
2021,Knox,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2021,Knox,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2021,Knox,Motorized,INCAPAC_INJURIES_NBR,35
2021,Knox,Non-motorized,INCAPAC_INJURIES_NBR,0
2021,Licking,Rear End,INCAPAC_INJURIES_NBR,12
2021,Licking,Angle,INCAPAC_INJURIES_NBR,17
2021,Licking,Animal,INCAPAC_INJURIES_NBR,3
2021,Licking,Backing,INCAPAC_INJURIES_NBR,0
2021,Licking,Fixed Object,INCAPAC_INJURIES_NBR,37
2021,Licking,Head On,INCAPAC_INJURIES_NBR,16
2021,Licking,Left Turn,INCAPAC_INJURIES_NBR,7
2021,Licking,Other Non-Collision,INCAPAC_INJURIES_NBR,3
2021,Licking,Other Object,INCAPAC_INJURIES_NBR,0
2021,Licking,Overturning,INCAPAC_INJURIES_NBR,7
2021,Licking,Parked Vehicle,INCAPAC_INJURIES_NBR,2
2021,Licking,Pedalcycles,INCAPAC_INJURIES_NBR,4
2021,Licking,Pedestrian,INCAPAC_INJURIES_NBR,10
2021,Licking,Right Turn,INCAPAC_INJURIES_NBR,1
2021,Licking,Sideswipe - Meeting,INCAPAC_INJURIES_NBR,2
2021,Licking,Sideswipe - Passing,INCAPAC_INJURIES_NBR,11
2021,Licking,Train,INCAPAC_INJURIES_NBR,0
2021,Licking,Unknown,INCAPAC_INJURIES_NBR,0
2021,Licking,Falling From Or In Vehicle,INCAPAC_INJURIES_NBR,0
2021,Licking,Other Non-Vehicle,INCAPAC_INJURIES_NBR,0
2021,Licking,Motorized,INCAPAC_INJURIES_NBR,118
2021,Licking,Non-motorized,INCAPAC_INJURIES_NBR,14
2021,Madison,Rear End,INCAPAC_INJURIES_NBR,7
2021,Madison,Angle,INCAPAC_INJURIES_NBR,9
2021,Madison,Animal,INCAPAC_INJURIES_NBR,1
2021,Madison,Backing,INCAPAC_INJURIES_NBR,1
2021,Madison,Fixed Object,INCAPAC_INJURIES_NBR,15
2021,Madison,Head On,INCAPAC_INJURIES_NBR,0
2021,Madison,Left Turn,INCAPAC_INJURIES_NBR,8
2021,Madison,Other Non-Collision,INCAPAC_INJURIES_NBR,1
2021,Madison,Other Object,INCAPAC_INJURIES_NBR,0
2021,Madison,Overturning,INCAPAC_INJURIES_NBR,1
